5/9/2024 2:09:18 PM - Start Exporting to json only
5/9/2024 2:09:18 PM - Start Exporting userInfo
5/9/2024 2:10:58 PM - The request was canceled due to the configured HttpClient.Timeout of 100 seconds elapsing.
5/9/2024 2:12:17 PM - Start Exporting to json only
5/9/2024 2:12:17 PM - Start Exporting userInfo
5/9/2024 2:18:24 PM - Start Exporting to json only
5/9/2024 2:18:24 PM - Start Exporting userInfo
5/9/2024 2:22:16 PM - Start Exporting to json only
5/9/2024 2:22:16 PM - Start Exporting userInfo
5/9/2024 2:27:53 PM - Start Exporting to json only
5/9/2024 2:27:53 PM - Start Exporting userInfo
5/9/2024 2:36:11 PM - Start Exporting to json only
5/9/2024 2:36:11 PM - Start Exporting userInfo
5/9/2024 2:42:25 PM - Start Exporting to json only
5/9/2024 2:42:25 PM - Start Exporting userInfo
5/9/2024 2:43:21 PM - Object reference not set to an instance of an object.
5/9/2024 2:47:19 PM - Start Exporting to json only
5/9/2024 2:47:19 PM - Start Exporting userInfo
5/9/2024 2:48:16 PM - Object reference not set to an instance of an object.
5/9/2024 2:48:36 PM - Start Exporting to json only
5/9/2024 2:48:36 PM - Start Exporting userInfo
5/9/2024 2:49:36 PM - Object reference not set to an instance of an object.
5/9/2024 2:50:59 PM - Start Exporting to json only
5/9/2024 2:50:59 PM - Start Exporting userInfo
5/9/2024 5:52:19 PM - Start Exporting to json only
5/9/2024 5:52:19 PM - Start Exporting userInfo
5/9/2024 5:54:37 PM - Start Exporting to json only
5/9/2024 5:54:37 PM - Start Exporting userInfo
5/9/2024 5:54:55 PM - Start Exporting to json only
5/9/2024 5:54:55 PM - Start Exporting userInfo
5/9/2024 5:55:38 PM - End Exporting userInfo
5/9/2024 5:55:38 PM - *******************************************************
5/9/2024 5:55:38 PM - Start Exporting AccountSummary
5/9/2024 5:55:38 PM - Start Exporting AccountSummary for All
5/9/2024 5:56:00 PM - End Exporting userInfo
5/9/2024 5:56:00 PM - *******************************************************
5/9/2024 5:56:00 PM - Start Exporting AccountSummary
5/9/2024 5:56:00 PM - Start Exporting AccountSummary for All
5/9/2024 5:57:03 PM - End Exporting AccountSummary for All
5/9/2024 5:57:03 PM - Start Exporting AccountSummary for PreviousDay
5/9/2024 5:57:33 PM - End Exporting AccountSummary for PreviousDay
5/9/2024 5:57:33 PM - Start Exporting AccountSummary for Last7Days
5/9/2024 5:57:40 PM - The request was canceled due to the configured HttpClient.Timeout of 100 seconds elapsing.
5/9/2024 5:58:15 PM - End Exporting AccountSummary for Last7Days
5/9/2024 5:58:15 PM - Start Exporting AccountSummary for Last30Days
5/9/2024 5:58:47 PM - End Exporting AccountSummary for Last30Days
5/9/2024 5:58:47 PM - Start Exporting AccountSummary for Last60Days
5/9/2024 5:59:29 PM - Start Exporting to json only
5/9/2024 5:59:29 PM - Start Exporting userInfo
5/9/2024 5:59:32 PM - End Exporting AccountSummary for Last60Days
5/9/2024 5:59:32 PM - Start Exporting AccountSummary for Last90Days
5/9/2024 6:00:42 PM - End Exporting AccountSummary for Last90Days
5/9/2024 6:00:42 PM - Start Exporting AccountSummary for Last180Days
5/9/2024 6:01:40 PM - End Exporting AccountSummary for Last180Days
5/9/2024 6:01:40 PM - Start Exporting AccountSummary for Last360Days
5/9/2024 6:02:41 PM - End Exporting AccountSummary for Last360Days
5/9/2024 6:02:41 PM - Start Exporting AccountSummary for PreviousFY
5/9/2024 6:03:37 PM - End Exporting AccountSummary for PreviousFY
5/9/2024 6:03:37 PM - Start Exporting AccountSummary for CurrentFY
5/9/2024 6:04:10 PM - End Exporting AccountSummary for CurrentFY
5/9/2024 6:04:10 PM - Start Exporting AccountSummary for FY2324
5/9/2024 6:05:13 PM - End Exporting AccountSummary for FY2324
5/9/2024 6:05:14 PM - Start Exporting AccountSummary for CurrentWeek
5/9/2024 6:05:26 PM - End Exporting AccountSummary for CurrentWeek
5/9/2024 6:05:26 PM - Start Exporting AccountSummary for CurrentMonth
5/9/2024 6:05:53 PM - End Exporting AccountSummary for CurrentMonth
5/9/2024 6:05:53 PM - Start Exporting AccountSummary for PreviousMonth
5/9/2024 6:06:31 PM - End Exporting AccountSummary for PreviousMonth
5/9/2024 6:06:31 PM - End Exporting AccountSummary
5/9/2024 6:06:32 PM - *******************************************************
5/9/2024 6:06:32 PM - ####################################################################
5/9/2024 6:06:32 PM - Start Exporting Detail Summary
5/9/2024 6:12:33 PM - End Exporting for cryptified_soul
5/9/2024 6:12:33 PM - Details Exporting for d316fbdf
5/9/2024 6:12:37 PM - End Exporting for d316fbdf
5/9/2024 6:12:37 PM - Details Exporting for darshan2014214
5/9/2024 6:12:41 PM - End Exporting for darshan2014214
5/9/2024 6:12:41 PM - Details Exporting for darshitmehta19
5/9/2024 6:12:45 PM - End Exporting for darshitmehta19
5/9/2024 6:12:45 PM - Details Exporting for derivativesa
5/9/2024 6:12:50 PM - End Exporting for derivativesa
5/9/2024 6:12:50 PM - Details Exporting for deveshbhuwad
5/9/2024 6:12:55 PM - End Exporting for deveshbhuwad
5/9/2024 6:12:55 PM - Details Exporting for deviant_invest
5/9/2024 6:13:00 PM - End Exporting for deviant_invest
5/9/2024 6:13:00 PM - Details Exporting for dharanitrades2
5/9/2024 6:13:03 PM - End Exporting for dharanitrades2
5/9/2024 6:13:03 PM - Details Exporting for dhirendr_sinha
5/9/2024 6:13:07 PM - End Exporting for dhirendr_sinha
5/9/2024 6:13:07 PM - Details Exporting for dingdong87
5/9/2024 6:13:11 PM - End Exporting for dingdong87
5/9/2024 6:13:11 PM - Details Exporting for docganguly
5/9/2024 6:13:15 PM - End Exporting for docganguly
5/9/2024 6:13:15 PM - Details Exporting for e1eb0569
5/9/2024 6:13:21 PM - End Exporting for e1eb0569
5/9/2024 6:13:21 PM - Details Exporting for eccentricquirks
5/9/2024 6:13:27 PM - End Exporting for eccentricquirks
5/9/2024 6:13:27 PM - Details Exporting for eshwarvs
5/9/2024 6:13:32 PM - End Exporting for eshwarvs
5/9/2024 6:13:32 PM - Details Exporting for f099cd61
5/9/2024 6:13:37 PM - End Exporting for f099cd61
5/9/2024 6:13:37 PM - Details Exporting for feistypawn
5/9/2024 6:13:40 PM - End Exporting for feistypawn
5/9/2024 6:13:40 PM - Details Exporting for g1_viku
5/9/2024 6:13:45 PM - End Exporting for g1_viku
5/9/2024 6:13:45 PM - Details Exporting for gadget0p
5/9/2024 6:13:49 PM - End Exporting for gadget0p
5/9/2024 6:13:49 PM - Details Exporting for gargnitin94
5/9/2024 6:13:52 PM - End Exporting for gargnitin94
5/9/2024 6:13:52 PM - Details Exporting for ghodkerv
5/9/2024 6:13:54 PM - End Exporting for ghodkerv
5/9/2024 6:13:54 PM - Details Exporting for gobitupan
5/9/2024 6:13:56 PM - End Exporting for gobitupan
5/9/2024 6:13:56 PM - Details Exporting for gohil_revin
5/9/2024 6:13:59 PM - End Exporting for gohil_revin
5/9/2024 6:13:59 PM - Details Exporting for gokulraj0077
5/9/2024 6:14:01 PM - End Exporting for gokulraj0077
5/9/2024 6:14:01 PM - Details Exporting for hemantrc
5/9/2024 6:14:05 PM - End Exporting for hemantrc
5/9/2024 6:14:05 PM - Details Exporting for i_sparsh
5/9/2024 6:14:09 PM - End Exporting for i_sparsh
5/9/2024 6:14:09 PM - Details Exporting for iamchetanbansal
5/9/2024 6:14:11 PM - End Exporting for iamchetanbansal
5/9/2024 6:14:11 PM - Details Exporting for ikigaitrader_
5/9/2024 6:14:14 PM - End Exporting for ikigaitrader_
5/9/2024 6:14:14 PM - Details Exporting for imraja19
5/9/2024 6:14:17 PM - End Exporting for imraja19
5/9/2024 6:14:17 PM - Details Exporting for imrjsh_1
5/9/2024 6:14:20 PM - End Exporting for imrjsh_1
5/9/2024 6:14:20 PM - Details Exporting for imrjsh_2
5/9/2024 6:14:24 PM - End Exporting for imrjsh_2
5/9/2024 6:14:24 PM - Details Exporting for indianguy275
5/9/2024 6:14:27 PM - End Exporting for indianguy275
5/9/2024 6:14:27 PM - Details Exporting for indianguy275_2
5/9/2024 6:14:31 PM - End Exporting for indianguy275_2
5/9/2024 6:14:31 PM - Details Exporting for indianguy275_3
5/9/2024 6:14:34 PM - End Exporting for indianguy275_3
5/9/2024 6:14:34 PM - Details Exporting for invesify
5/9/2024 6:14:37 PM - End Exporting for invesify
5/9/2024 6:14:37 PM - Details Exporting for itjegan
5/9/2024 6:14:40 PM - End Exporting for itjegan
5/9/2024 6:14:40 PM - Details Exporting for itsheena
5/9/2024 6:14:42 PM - End Exporting for itsheena
5/9/2024 6:14:42 PM - Details Exporting for jatinag181080
5/9/2024 6:14:46 PM - End Exporting for jatinag181080
5/9/2024 6:14:46 PM - Details Exporting for jayrajp001
5/9/2024 6:14:49 PM - End Exporting for jayrajp001
5/9/2024 6:14:49 PM - Details Exporting for jd_optiontrader
5/9/2024 6:14:52 PM - End Exporting for jd_optiontrader
5/9/2024 6:14:52 PM - Details Exporting for jebastin_rajwin
5/9/2024 6:14:57 PM - End Exporting for jebastin_rajwin
5/9/2024 6:14:57 PM - Details Exporting for jinalca
5/9/2024 6:15:03 PM - End Exporting for jinalca
5/9/2024 6:15:03 PM - Details Exporting for joydeep_cmc
5/9/2024 6:15:09 PM - End Exporting for joydeep_cmc
5/9/2024 6:15:09 PM - Details Exporting for kadali_arun
5/9/2024 6:15:16 PM - End Exporting for kadali_arun
5/9/2024 6:15:16 PM - Details Exporting for kallichara
5/9/2024 6:15:21 PM - End Exporting for kallichara
5/9/2024 6:15:21 PM - Details Exporting for karthik_naik7
5/9/2024 6:15:26 PM - End Exporting for karthik_naik7
5/9/2024 6:15:26 PM - Details Exporting for keerthanbs
5/9/2024 6:15:32 PM - End Exporting for keerthanbs
5/9/2024 6:15:32 PM - Details Exporting for keerthivas41024
5/9/2024 6:15:35 PM - End Exporting for keerthivas41024
5/9/2024 6:15:35 PM - Details Exporting for khanzubare
5/9/2024 6:15:38 PM - End Exporting for khanzubare
5/9/2024 6:15:38 PM - Details Exporting for kini_aditya
5/9/2024 6:15:43 PM - End Exporting for kini_aditya
5/9/2024 6:15:43 PM - Details Exporting for kitta08
5/9/2024 6:15:48 PM - End Exporting for kitta08
5/9/2024 6:15:48 PM - Details Exporting for koumaresan
5/9/2024 6:15:53 PM - End Exporting for koumaresan
5/9/2024 6:15:53 PM - Details Exporting for krishivmewani
5/9/2024 6:15:58 PM - End Exporting for krishivmewani
5/9/2024 6:15:58 PM - Details Exporting for krishstocks
5/9/2024 6:16:02 PM - End Exporting for krishstocks
5/9/2024 6:16:02 PM - Details Exporting for krishveluchamy
5/9/2024 6:16:05 PM - End Exporting for krishveluchamy
5/9/2024 6:16:05 PM - Details Exporting for kultarsingh_
5/9/2024 6:16:10 PM - End Exporting for kultarsingh_
5/9/2024 6:16:10 PM - Details Exporting for kumar15550kumar
5/9/2024 6:16:13 PM - End Exporting for kumar15550kumar
5/9/2024 6:16:13 PM - Details Exporting for kumudpatel_
5/9/2024 6:16:16 PM - End Exporting for kumudpatel_
5/9/2024 6:16:16 PM - Details Exporting for maaheshhh
5/9/2024 6:16:21 PM - End Exporting for maaheshhh
5/9/2024 6:16:21 PM - Details Exporting for madmax14860379
5/9/2024 6:16:24 PM - End Exporting for madmax14860379
5/9/2024 6:16:24 PM - Details Exporting for manik_a1997
5/9/2024 6:16:32 PM - End Exporting for manik_a1997
5/9/2024 6:16:32 PM - Details Exporting for maniofmind
5/9/2024 6:16:37 PM - End Exporting for maniofmind
5/9/2024 6:16:37 PM - Details Exporting for mannarnitin
5/9/2024 6:16:42 PM - End Exporting for mannarnitin
5/9/2024 6:16:42 PM - Details Exporting for market_data_guy
5/9/2024 6:16:46 PM - End Exporting for market_data_guy
5/9/2024 6:16:46 PM - Details Exporting for market_hound
5/9/2024 6:16:50 PM - End Exporting for market_hound
5/9/2024 6:16:50 PM - Details Exporting for meetb35
5/9/2024 6:16:55 PM - End Exporting for meetb35
5/9/2024 6:16:55 PM - Details Exporting for meetpsush
5/9/2024 6:17:00 PM - End Exporting for meetpsush
5/9/2024 6:17:00 PM - Details Exporting for megabaggers
5/9/2024 6:17:04 PM - End Exporting for megabaggers
5/9/2024 6:17:04 PM - Details Exporting for megatronus07
5/9/2024 6:17:08 PM - End Exporting for megatronus07
5/9/2024 6:17:08 PM - Details Exporting for mochumrudul
5/9/2024 6:17:12 PM - End Exporting for mochumrudul
5/9/2024 6:17:12 PM - Details Exporting for mohak_92
5/9/2024 6:17:16 PM - End Exporting for mohak_92
5/9/2024 6:17:16 PM - Details Exporting for mohak_92_1
5/9/2024 6:17:19 PM - End Exporting for mohak_92_1
5/9/2024 6:17:19 PM - Details Exporting for mohak_92_3
5/9/2024 6:17:23 PM - End Exporting for mohak_92_3
5/9/2024 6:17:23 PM - Details Exporting for mokshansh_llp
5/9/2024 6:17:28 PM - End Exporting for mokshansh_llp
5/9/2024 6:17:28 PM - Details Exporting for moneykicksass
5/9/2024 6:17:32 PM - End Exporting for moneykicksass
5/9/2024 6:17:32 PM - Details Exporting for moneyversefin
5/9/2024 6:17:36 PM - End Exporting for moneyversefin
5/9/2024 6:17:36 PM - Details Exporting for monkeystrader
5/9/2024 6:17:40 PM - End Exporting for monkeystrader
5/9/2024 6:17:40 PM - Details Exporting for mr_jdpatel
5/9/2024 6:17:44 PM - End Exporting for mr_jdpatel
5/9/2024 6:17:44 PM - Details Exporting for mrajekbal
5/9/2024 6:17:47 PM - End Exporting for mrajekbal
5/9/2024 6:17:47 PM - Details Exporting for nareshgurbani7
5/9/2024 6:17:51 PM - End Exporting for nareshgurbani7
5/9/2024 6:17:51 PM - Details Exporting for naveengummadi
5/9/2024 6:17:54 PM - End Exporting for naveengummadi
5/9/2024 6:17:54 PM - Details Exporting for nayhedge
5/9/2024 6:17:59 PM - End Exporting for nayhedge
5/9/2024 6:17:59 PM - Details Exporting for niteshg1105
5/9/2024 6:18:02 PM - End Exporting for niteshg1105
